rating,date,title,branch,neg,neu,pos
5,2013-07-14,Love Universal Orlando!,Florida,0,0,1
5,2013-07-14,Excited!!,Florida,0,0,1
4,2013-07-14,Don't go if you are hungry or thirsty.,Florida,0,0,1
4,2013-07-13,Had a blast!,Florida,0,0,1
5,2013-07-13,Gorgeous Amazing and better than the Hollywood Universal Studios in CA,Florida,0,0,1
5,2013-07-13,Awesome experience!,Florida,0,0,1
4,2013-07-13,Great time at Universal,Florida,0,1,0
5,2013-07-13,AMAZING,Florida,0,0,1
5,2013-07-13,Universal way out front in theme park ratings with this new attraction.,Florida,0,0,1
4,2013-07-12,Cool park,Florida,0,0,1
5,2013-07-12,Thrilling time for the whole family IF you have Express Pass!,Florida,0,0,1
5,2013-07-12,Our Favourite park in Orlando,Florida,0,0,1
4,2013-07-12,"Enjoyed it, but it was very, very expensive!",Florida,0,0,1
5,2013-07-12,Islands of adventure is a great theme park.,Florida,0,0,1
2,2013-07-11,fast pass rip off,Florida,1,0,0
5,2013-07-11,Magical!,Florida,0,0,1
2,2013-07-11,Very disappointed,Florida,1,0,0
4,2013-07-11,Good times,Florida,0,0,1
5,2013-07-11,Very clean,Florida,0,0,1
5,2013-07-11,Had a Great time!!!!!!,Florida,0,0,1
3,2013-07-11,Virtual simulations rides are not for everyone,Florida,0,0,1
5,2013-07-11,another fun experience!,Florida,0,0,1
4,2013-07-11,All change be finished next year,Florida,0,0,1
5,2013-07-11,Great place can't wait to go back :),Florida,0,0,1
4,2013-07-11,"Enjoyed the day, but its an expensive day out!",Florida,0,0,1
5,2013-07-11,"""Fantastic""",Florida,0,0,1
4,2013-07-10,Lots of fun! But pricey day!,Florida,0,0,1
5,2013-07-10,Fun,Florida,0,1,0
5,2013-07-10,Great family day/s out,Florida,0,1,0
5,2013-07-10,The rides are more family,Florida,0,0,1
5,2013-07-10,1st trip to the Universal Studios in Florida,Florida,0,0,1
5,2013-07-09,Very well priced and worth the time,Florida,0,0,1
5,2013-07-09,Fun filled day,Florida,0,0,1
5,2013-07-09,fantastic Fun,Florida,0,0,1
4,2013-07-08,Transformers….fantastic graphics,Florida,0,1,0
5,2013-07-08,Nice,Florida,0,1,0
5,2013-07-08,the best,Florida,0,0,1
5,2013-07-08,AdventureLand,Florida,0,0,1
5,2013-07-08,Amazing,Florida,0,0,1
3,2013-07-08,Very Expensive & Geared to Thrill Seekers,Florida,0,0,1
3,2013-07-08,It was ok,Florida,0,1,0
4,2013-07-08,Expensive but very good.,Florida,0,0,1
5,2013-07-08,BUSY BUT NICE,Florida,0,0,1
3,2013-07-08,Islands of Adventure needs to send some people to Disney,Florida,0,0,1
5,2013-07-08,Ready to go back,Florida,0,1,0
5,2013-07-08,Great day out!,Florida,0,0,1
1,2013-07-07,Welcome to the ghetto,Florida,0,1,0
4,2013-07-07,"Very very expensive, but worth a visit",Florida,0,0,1
4,2013-07-07,Do the two day pass its really worth it!,Florida,0,0,1
3,2013-07-07,Average,Florida,0,1,0
5,2013-07-07,A lot of fun!,Florida,0,0,1
5,2013-07-07,Great Park,Florida,0,1,0
5,2013-07-07,FUN,Florida,0,0,1
3,2013-07-07,Too stressful!,Florida,0,0,1
4,2013-07-07,Great Fun,Florida,0,0,1
5,2013-07-06,A Fun Getaway,Florida,0,0,1
5,2013-07-06,"Great Fun, Expensive and Loooong Lines!",Florida,0,1,0
5,2013-07-06,Day 1 experience,Florida,0,0,1
3,2013-07-05,Bring back the 90s :-(,Florida,0,0,1
5,2013-07-05,FUN Fun and More FUN!,Florida,0,0,1
5,2013-07-05,"USF and IOA on Tuesday, June 18th 2013",Florida,0,0,1
4,2013-07-05,Universal Studios,Florida,0,0,1
4,2013-07-05,Spent 2 days here,Florida,0,0,1
3,2013-07-04,Disney spoiled us,Florida,0,0,1
5,2013-07-04,Great Movie Tribute Park,Florida,0,0,1
5,2013-07-04,second visit and loved it,Florida,0,0,1
5,2013-07-04,Where dreams are made!,Florida,0,0,1
4,2013-07-04,Family fun time,Florida,0,1,0
5,2013-07-04,Fun and Unique Place,Florida,0,0,1
5,2013-07-04,Love!,Florida,0,0,1
5,2013-07-03,We Love Universal Studios-Orlando,Florida,0,0,1
3,2013-07-02,Crowded,Florida,0,1,0
3,2013-07-02,Guest Services: Shameful Performance; Squeaky Wheels Get Oiled,Florida,0,0,1
5,2013-07-02,Great day out,Florida,0,0,1
5,2013-07-02,Fun Place,Florida,0,1,0
4,2013-07-02,A nice change from Disney,Florida,0,0,1
2,2013-07-02,Universal Studios,Florida,0,1,0
5,2013-07-02,Great park fun for all ages,Florida,0,0,1
4,2013-07-02,Funny place 2 be...,Florida,0,0,1
4,2013-07-02,3D adventures,Florida,0,0,1
5,2013-07-02,Another great day,Florida,0,0,1
4,2013-07-01,Great park. Some flaws though,Florida,0,0,1
5,2013-07-01,Fun Fast Day,Florida,0,0,1
5,2013-07-01,Great park,Florida,0,0,1
4,2013-07-01,Amazing Trip,Florida,0,0,1
2,2013-07-01,Third Behind Disney and Seaworld!,Florida,0,0,1
5,2013-07-01,Excellent,Florida,0,0,1
5,2013-06-30,"Last family trip just the four of us.....before daughter gets married!,,",Florida,0,0,1
3,2013-06-30,Too pricey,Florida,1,0,0
5,2013-06-30,Fantastic day out,Florida,0,0,1
3,2013-06-29,"JAWS is gone!!! Blurg!!! The Good, the Bad, and the Ugly",Florida,1,0,0
5,2013-06-29,Love it!,Florida,0,0,1
3,2013-06-29,OK but sure not Disney,Florida,0,0,1
4,2013-06-29,LOVE IT!,Florida,0,0,1
5,2013-06-29,Great Rides,Florida,0,0,1
5,2013-06-29,Totally mind blowing!!,Florida,0,0,1
2,2013-06-28,Don't go unless you get a express pass,Florida,0,1,0
3,2013-06-28,It was okay...,Florida,0,1,0
1,2013-06-28,needs to be bull dozed and rebuilt,Florida,1,0,0
5,2013-06-28,I am obsessed,Florida,0,0,1
4,2013-06-27,"Great time, my family enjoyed their time at the park.",Florida,0,0,1
5,2013-06-27,loved it more than Magic Kingdom and Islands of Adventure,Florida,0,0,1
1,2013-06-27,Lame,Florida,0,1,0
4,2013-06-27,"Universal Studios, Florida",Florida,0,0,1
5,2013-06-27,Transformers,Florida,0,0,1
2,2013-06-27,Over-rated and expensive,Florida,1,0,0
4,2013-06-27,"great parks, even greater prices....",Florida,0,0,1
5,2013-06-27,A Great Day Out,Florida,0,0,1
4,2013-06-27,"Patience, Patience, Patience",Florida,0,0,1
5,2013-06-27,Always A Blast!,Florida,0,0,1
3,2013-06-27,Harry Potter World (AMAZING) is the ONLY reason you would ever go here ...,Florida,0,0,1
5,2013-06-27,Definitely take the time to see this if you are in the area!,Florida,0,0,1
4,2013-06-27,Fun for everyone!!!!,Florida,0,0,1
5,2013-06-27,Classic,Florida,0,0,1
5,2013-06-27,Oh my God!!!,Florida,0,0,1
3,2013-06-26,Fun time but not sure we will ever do this again...,Florida,0,0,1
5,2013-06-26,fun for all,Florida,0,0,1
5,2013-06-26,Excellent park,Florida,0,0,1
5,2013-06-26,Takes you into the movies,Florida,0,0,1
5,2013-06-26,Excellent place,Florida,0,0,1
3,2013-06-26,Worth a look !,Florida,0,0,1
3,2013-06-26,"May crowds and long, long lines",Florida,1,0,0
5,2013-06-25,Awesome adventure (can be done fairly cheaply and without a lot of waiting),Florida,0,0,1
4,2013-06-25,A good day out !,Florida,0,0,1
4,2013-06-25,Lots of fun!,Florida,0,0,1
4,2013-06-25,"Fun, but not Disney",Florida,0,1,0
4,2013-06-25,Enjoyed it but not as much as the one in Los Angeles!,Florida,0,0,1
5,2013-06-25,Mummy and HRR are the best!!,Florida,0,0,1
5,2013-06-25,AMAZING!,Florida,0,0,1
5,2013-06-25,Top Dollar !!!!,Florida,0,0,1
5,2013-06-24,Best time ever,Florida,0,0,1
5,2013-06-24,Enjoyed more than Disney,Florida,0,0,1
5,2013-06-24,Disney on speed,Florida,0,1,0
5,2013-06-24,AWESOME!!,Florida,0,0,1
5,2013-06-24,GO!,Florida,0,0,1
4,2013-06-24,Quite fun,Florida,0,1,0
5,2013-06-24,Universal worth your time and money,Florida,0,0,1
5,2013-06-24,Great,Florida,0,0,1
4,2013-06-24,Much better than WDW!,Florida,0,0,1
5,2013-06-24,GREAT,Florida,0,0,1
4,2013-06-24,Worth the trip,Florida,0,0,1
4,2013-06-23,First time Florida vacation,Florida,0,0,1
1,2013-06-23,Terrible Expierience.......,Florida,1,0,0
4,2013-06-23,3D attraction heaven,Florida,0,0,1
4,2013-06-23,very nice for rides,Florida,0,0,1
4,2013-06-22,Transformers,Florida,0,0,1
5,2013-06-22,Transformers makes it worth it!,Florida,0,0,1
4,2013-06-22,Love Universal,Florida,0,0,1
5,2013-06-22,Awesome 2 days!,Florida,0,0,1
5,2013-06-22,June 2013 Universal studio Orlando 3 day pass,Florida,0,0,1
2,2013-06-22,Old and tired,Florida,1,0,0
5,2013-06-22,Lots of rides,Florida,0,0,1
5,2013-06-22,Love this park!,Florida,0,0,1
5,2013-06-22,Good place to go for the whole family,Florida,0,0,1
5,2013-06-21,Transformers is awsome,Florida,0,0,1
3,2013-06-20,not bad..not great,Florida,0,1,0
5,2013-06-20,Loved it my first visit and can't wait to return,Florida,0,0,1
5,2013-06-20,TRANSFORMERS!,Florida,0,0,1
5,2013-06-20,Transformers ride is fantastic,Florida,0,0,1
5,2013-06-20,Universal Studios,Florida,0,0,1
5,2013-06-20,Really great theme park,Florida,0,0,1
3,2013-06-20,Tired; needs better administration,Florida,1,0,0
4,2013-06-20,Awesome Park,Florida,0,0,1
4,2013-06-20,Great park!,Florida,0,0,1
5,2013-06-20,1 word- AMAZING!!!!,Florida,0,0,1
5,2013-06-20,Flight nightmare,Florida,1,0,0
4,2013-06-19,Must do when you are in florida,Florida,0,0,1
5,2013-06-19,Best Family Vacation,Florida,0,0,1
5,2013-06-19,"Great park, plenty for all ages",Florida,0,0,1
5,2013-06-19,Amazing! Huge park,Florida,0,0,1
5,2013-06-19,Awesome parks!!,Florida,0,0,1
5,2013-06-19,#1 fun park,Florida,0,0,1
5,2013-06-19,Great experience,Florida,0,0,1
2,2013-06-19,Stick with Disney!,Florida,0,0,1
5,2013-06-19,Loved It,Florida,0,0,1
4,2013-06-18,An entertaining place,Florida,0,0,1
5,2013-06-18,great parks,Florida,0,0,1
5,2013-06-18,Universal Studios - do and donts and whats what !,Florida,0,0,1
3,2013-06-18,It was ok,Florida,0,0,1
5,2013-06-18,Outstanding time with family,Florida,0,0,1
5,2013-06-17,Go to Island of Adventure side if the park - It is better than Disney!,Florida,0,0,1
3,2013-06-17,Could Be Better,Florida,0,0,1
5,2013-06-17,Great Park.,Florida,0,0,1
5,2013-06-17,I am so glad I choose this park over Disney,Florida,0,0,1
1,2013-06-17,I had a bad ride on hulk,Florida,1,0,0
2,2013-06-17,Not what expected,Florida,1,0,0
5,2013-06-17,Potty about Potter,Florida,0,0,1
5,2013-06-17,Love this place!,Florida,0,0,1
4,2013-06-16,"Great attractions, customer service needs improvement.",Florida,0,0,1
5,2013-06-16,Good park for rides.,Florida,0,0,1
5,2013-06-16,slower pace to Disney parks,Florida,0,0,1
5,2013-06-16,Brilliant,Florida,0,0,1
2,2013-06-16,Not a patch on disney,Florida,1,0,0
5,2013-06-16,Always a blast!,Florida,0,0,1
4,2013-06-15,GOOD BUT NOT WORTH THE JOURNEY,Florida,0,1,0
4,2013-06-15,Better experience than Islands of Adventure,Florida,0,1,0
5,2013-06-15,I felt like a big kid,Florida,0,0,1
5,2013-06-15,Loved it,Florida,0,0,1
5,2013-06-15,One day trip to park,Florida,0,0,1
4,2013-06-15,More than meets the eye,Florida,0,0,1
2,2013-06-15,Needs major upgrades rip off fast pass,Florida,0,0,1
5,2013-06-14,Loved it!,Florida,0,0,1
4,2013-06-14,loved it,Florida,0,0,1
4,2013-06-13,Nice Park - Lots of Construction Currently,Florida,0,1,0
5,2013-06-12,Wonderful Experience,Florida,0,0,1
5,2013-06-12,So much fun!!,Florida,0,0,1
5,2013-06-12,Fun for all!,Florida,0,0,1
5,2013-06-12,Loved Universal Studios!,Florida,0,0,1
4,2013-06-12,"Lots to see and do, the new Harry Potter ride is the highlight",Florida,0,0,1
5,2013-06-12,Always Fun!,Florida,0,0,1
2,2013-06-12,"Universal Studio/ I of A, Parks with family (go to the beach, its better)",Florida,0,0,1
5,2013-06-11,Only one complaint...,Florida,0,0,1
4,2013-06-11,Glad we went but do prefer Disney,Florida,0,0,1
4,2013-06-11,Consider Staying on Property,Florida,0,0,1
4,2013-06-11,Great Rides.,Florida,0,0,1
4,2013-06-11,Ticket scam,Florida,1,0,0
4,2013-06-10,Never Disappoints!,Florida,0,0,1
2,2013-06-10,Inconsistent rides; consistently rude staff,Florida,1,0,0
5,2013-06-10,Transformers worth the price of admission alone!!,Florida,0,0,1
5,2013-06-10,"Entertaining, Fast, and Fun",Florida,0,0,1
5,2013-06-10,A MUST GO !!,Florida,0,0,1
3,2013-06-09,very disappointed,Florida,0,0,1
5,2013-06-09,Just love Universal!!,Florida,0,0,1
5,2013-06-09,Universal Studios and Islands of Adventure,Florida,0,0,1
4,2013-06-09,"Universal Studios times, express pass, and more",Florida,0,0,1
4,2013-06-09,Awesome,Florida,0,0,1
5,2013-06-09,Fantastic!,Florida,0,0,1
5,2013-06-08,Brilliant,Florida,0,0,1
5,2013-06-08,Fantastic day.,Florida,0,0,1
5,2013-06-08,"Epic, easily the best place to visit.",Florida,0,1,0
5,2013-06-08,Most Amazing Time,Florida,0,0,1
2,2013-06-07,Half the park was closed or blocked off!!!! Not forwarned so wasted money!!!!,Florida,0,0,1
4,2013-06-07,Brilliant parks - poor customer service,Florida,0,0,1
5,2013-06-07,WOW JUST WOW,Florida,0,0,1
5,2013-06-07,Whole Family Experience!,Florida,0,0,1
2,2013-06-07,Disappointed!,Florida,0,0,1
5,2013-06-07,Really good with lots to do,Florida,0,0,1
4,2013-06-07,missed jaws !,Florida,0,0,1
5,2013-06-07,So much fun!,Florida,0,0,1
5,2013-06-07,It was a special event and we had the park all to ourselves,Florida,0,0,1
5,2013-06-07,Great fun!,Florida,0,0,1
4,2013-06-06,A lot of family fun,Florida,0,0,1
3,2013-06-06,If this is your only park in Orlando you might enjoy,Florida,0,0,1
5,2013-06-06,better than Disney,Florida,0,0,1
5,2013-06-06,My favourite park,Florida,0,0,1
1,2013-06-06,Lack of quality,Florida,1,0,0
4,2013-06-06,Isles of Adventure pitfalls,Florida,0,0,1
5,2013-06-06,So much fun,Florida,0,1,0
5,2013-06-05,A pleasant surprise,Florida,0,0,1
1,2013-06-05,Express pass ruined universal,Florida,1,0,0
4,2013-06-05,Horror Makeup Show - fantastic!,Florida,0,0,1
2,2013-06-05,It's not for adults and it's not for kids,Florida,1,0,0
5,2013-06-05,First Visit to Universal,Florida,0,0,1
5,2013-06-04,Awesome and Very Inexpensive,Florida,0,0,1
3,2013-06-04,More miss than hit,Florida,0,0,1
1,2013-06-04,LEARN SOME CUSTOMER SERVICE,Florida,1,0,0
5,2013-06-04,Amazing park!,Florida,0,0,1
5,2013-06-04,Absolutely brilliant! Best park seen in a long time!,Florida,0,0,1
5,2013-06-03,Brill day out,Florida,0,0,1
5,2013-06-03,A great time,Florida,0,0,1
4,2013-06-03,Great Park,Florida,0,0,1
4,2013-06-03,"Nice, but small",Florida,0,0,1
5,2013-06-03,BEST TIME OF OUR LIVES,Florida,0,0,1
3,2013-06-03,Queues,Florida,0,0,1
2,2013-06-02,Universal - not for Adults,Florida,0,0,1
4,2013-06-02,Best experience,Florida,0,0,1
5,2013-06-02,Just as good as Disney- get the Express Pass!,Florida,0,0,1
5,2013-06-01,excellent,Florida,0,1,0
5,2013-06-01,This place is awesome!!!,Florida,0,0,1
5,2013-06-01,Fun time,Florida,0,0,1
5,2013-06-01,Universal Studios Orlando is a dream vacation for movie lovers,Florida,0,0,1
4,2013-05-31,Rock it! Sensational,Florida,1,0,0
3,2013-05-31,"Glad I've been, but wouldn't go back",Florida,0,0,1
5,2013-05-31,"Happy,Happy,Happy!",Florida,0,0,1
5,2013-05-30,Best Family Vacation Yet,Florida,0,0,1
5,2013-05-30,Best rides ever,Florida,0,0,1
5,2013-05-30,Fun Vacation,Florida,0,0,1
4,2013-05-30,Great rides!!!!!,Florida,0,0,1
4,2013-05-30,islands of adventure great as ever however .....,Florida,0,0,1
5,2013-05-29,Great Place!,Florida,0,0,1
5,2013-05-29,Great Deal,Florida,0,0,1
5,2013-05-29,Great day,Florida,0,0,1
3,2013-05-29,Some basic recomendations,Florida,0,0,1
5,2013-05-28,Great amusement park,Florida,0,0,1
4,2013-05-28,memorial weekend,Florida,0,0,1
5,2013-05-28,An Outstanding Family Vacation Spot!,Florida,0,0,1
4,2013-05-28,Day at the Park,Florida,0,0,1
4,2013-05-28,Family of 5 at Universal Studios,Florida,0,0,1
5,2013-05-28,Just Great Fun,Florida,0,0,1
2,2013-05-28,"Too big, no ride for you.",Florida,0,1,0
4,2013-05-28,Great time for adults and older kids,Florida,0,0,1
3,2013-05-28,Unpleasantly surprised,Florida,1,0,0
4,2013-05-28,Improvements noticed,Florida,0,0,1
3,2013-05-27,Poorly designed,Florida,0,1,0
4,2013-05-27,Fun in the sun,Florida,0,0,1
1,2013-05-26,DO NOT GO!!!,Florida,1,0,0
3,2013-05-26,Not really worth the trip,Florida,0,1,0
4,2013-05-26,Still fun,Florida,0,0,1
5,2013-05-26,Superb Customer Service,Florida,1,0,0
4,2013-05-25,Great park. Needs more than one visit for sure.,Florida,0,0,1
2,2013-05-25,Needs to be updated.,Florida,0,1,0
4,2013-05-25,Enjoyed the park,Florida,0,0,1
3,2013-05-24,Been a few years ago..it was better then,Florida,0,0,1
4,2013-05-24,Needs to take a page from Disney!,Florida,0,0,1
5,2013-05-24,Worth the Spend For Great Family Fun,Florida,0,0,1
2,2013-05-23,needs updating,Florida,0,1,0
3,2013-05-23,Woody Woodpecker or Angry Bird?,Florida,0,0,1
3,2013-05-23,more shops than rides there,Florida,0,0,1
5,2013-05-23,The Studios Section,Florida,0,0,1
3,2013-05-22,Good rides,Florida,0,1,0
4,2013-05-22,Comic Strip Cafe Toon Town,Florida,0,0,1
3,2013-05-22,a bummer!,Florida,1,0,0
5,2013-05-22,Great times at Universal,Florida,0,0,1
4,2013-05-21,Island of Adventures was great,Florida,0,1,0
5,2013-05-21,What an amazing place!!!!!!!,Florida,0,0,1
4,2013-05-21,Mardi Gras and live music -not to be missed,Florida,0,0,1
5,2013-05-21,Favourite Park in Orlando,Florida,0,0,1
5,2013-05-20,fun and more fun!!!,Florida,0,0,1
5,2013-05-20,Fun for Everyone,Florida,0,0,1
3,2013-05-19,AMEX Lounge. A joke.,Florida,0,0,1
4,2013-05-18,Not the best park,Florida,0,0,1
4,2013-05-18,"Less expensive than Disney, great rides and fantastic shows, parade, and nighttime extravaganza.",Florida,0,0,1
2,2013-05-18,Missed Harry Potter!,Florida,1,0,0
3,2013-05-18,Farewell to some old friends,Florida,0,0,1
5,2013-05-17,Mind blowing.. Never miss this. Have everything for everyone,Florida,0,0,1
4,2013-05-17,Fun for all ages!,Florida,0,0,1
5,2013-05-17,LOVE LOVE LOVE,Florida,0,0,1
5,2013-05-17,"Fun, fun, fun!",Florida,0,0,1
4,2013-05-16,Universal was amazing,Florida,0,0,1
5,2013-05-16,Excellent alternative to Disney,Florida,0,0,1
5,2013-05-16,Great theme park,Florida,0,0,1
5,2013-05-16,Transformers before the opening,Florida,0,1,0
5,2013-05-16,Don't bother with Disney Land,Florida,0,0,1
3,2013-05-15,Better luck next time.,Florida,0,0,1
5,2013-05-15,Fun for the oldies!,Florida,0,0,1
2,2013-05-14,Universal with small children...,Florida,0,0,1
5,2013-05-14,No park compares,Florida,0,0,1
5,2013-05-14,Island of Adventure,Florida,0,1,0
5,2013-05-13,Attractions,Florida,0,0,1
5,2013-05-12,Best place I have ever visited!,Florida,0,0,1
4,2013-05-11,Better than a kick in the boll..,Florida,0,0,1
5,2013-05-11,Fantastic day out,Florida,0,0,1
5,2013-05-11,Busy but great,Florida,0,0,1
3,2013-05-11,Honestly I guess I'm just more of a Disney fan - but some cool rides!,Florida,0,0,1
5,2013-05-11,Can't wait to come back!,Florida,0,0,1
5,2013-05-10,Loved it-great amusment park,Florida,0,0,1
5,2013-05-10,Enjoy Universal Studios w/o the crowds? Can it be done?,Florida,0,0,1
4,2013-05-10,a visit to Hogworts is a must!,Florida,0,0,1
3,2013-05-10,Not our favourite,Florida,0,0,1
5,2013-05-09,Main Attraction,Florida,0,0,1
3,2013-05-09,Universal,Florida,0,1,0
5,2013-05-08,Fun for All!,Florida,0,0,1
2,2013-05-08,Stay on-site,Florida,0,0,1
3,2013-05-08,Adding new stuff.,Florida,0,0,1
4,2013-05-08,A lot of fun if you do your research before hand,Florida,0,0,1
5,2013-05-08,Fun Fun Fun,Florida,0,0,1
5,2013-05-08,Great place,Florida,0,1,0
4,2013-05-08,Good selection of rides and activities,Florida,0,0,1
4,2013-05-07,Great day of amusement and fun,Florida,0,0,1
4,2013-05-07,"good park, no line ups,",Florida,0,0,1
5,2013-05-07,Always a pleasure,Florida,0,0,1
5,2013-05-07,Another great day!,Florida,0,0,1
5,2013-05-07,Madrid gras combined with the concert series,Florida,0,0,1
5,2013-05-07,"Minion- Yes, go early! Meal Plan- NO WAY",Florida,0,0,1
5,2013-05-07,UNIVERSAL ORLANDO,Florida,0,1,0
4,2013-05-07,Amazing place!,Florida,0,0,1
5,2013-05-07,Great place to visit...again and again!,Florida,0,0,1
5,2013-05-07,We had a blast - a few tips to make your trip better,Florida,0,0,1
5,2013-05-07,Excellent experience!,Florida,0,0,1
5,2013-05-07,Just the BEST.....forget the mouse.,Florida,0,0,1
5,2013-05-07,Time your day out carefully,Florida,0,0,1
3,2013-05-06,"Not good for little kids, but better than island of adventure",Florida,0,1,0
5,2013-05-05,Great time at Universal Studios,Florida,1,0,0
4,2013-05-05,Great way to spend a day,Florida,0,0,1
2,2013-05-05,Bit disapointing,Florida,0,1,0
5,2013-05-05,Go to the Halloween night if you can,Florida,1,0,0
5,2013-05-05,Can't go enough times so much to see!,Florida,0,0,1
5,2013-05-05,Fun Times,Florida,0,0,1
5,2013-05-04,Tips for visiting Universal Studios,Florida,0,0,1
5,2013-05-04,Do NOT miss these rides!!,Florida,0,0,1
5,2013-05-04,Great Attraction,Florida,0,0,1
5,2013-05-03,Our favorite park!!,Florida,0,0,1
5,2013-05-03,Doesn't live up to islands of adventure but still great!,Florida,0,0,1
